UDI,Product ID,Type,air_temp,process_temp,rpm,torque,wear,failure,TWF,HDF,PWF,OSF,RNF,health_score,p_fail_composite,risk_OSF,risk_HDF,risk_PWF,risk_TWF,risk_RNF_baseline,osf_ratio_to_threshold,dominant_mode,dominant_mode_normalized_score
2005,L49184,L,298.5,308.2,1451,47.5,18,0,0,0,0,0,0,66.6,0.3342,0.0,0.334,0.0,0.0,0.001,0.078,HDF,0.334
2006,L49185,L,298.5,308.3,1504,38.0,20,0,0,0,0,0,0,89.5,0.1049,0.0,0.104,0.0,0.0,0.001,0.069,HDF,0.104
2007,M16866,M,298.5,308.3,1381,50.5,22,0,0,0,0,0,0,40.4,0.5964,0.0,0.596,0.0,0.0,0.001,0.093,HDF,0.596
2008,L49187,L,298.6,308.4,1562,34.4,25,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.078,none,0.0
2009,L49188,L,298.5,308.3,1811,24.7,27,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.061,none,0.0
2010,M16869,M,298.6,308.3,1717,28.7,29,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.069,none,0.0
2011,L49190,L,298.6,308.3,1278,60.5,32,0,0,0,0,0,0,36.6,0.6337,0.0,0.633,0.0,0.0,0.001,0.176,HDF,0.633
2012,L49191,L,298.7,308.5,1616,30.2,34,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.093,none,0.0
2013,L49192,L,298.6,308.4,1397,46.4,36,0,0,0,0,0,0,46.8,0.5325,0.0,0.532,0.0,0.0,0.001,0.152,HDF,0.532
2014,L49193,L,298.6,308.4,1485,42.9,38,0,0,0,0,0,0,81.9,0.1808,0.0,0.18,0.0,0.0,0.001,0.148,HDF,0.18
2015,L49194,L,298.6,308.4,1310,59.7,40,0,0,0,0,0,0,40.0,0.6004,0.0,0.6,0.0,0.0,0.001,0.217,HDF,0.6
2016,L49195,L,298.5,308.2,1301,66.3,42,1,0,0,1,0,0,0.0,1.0,0.0,0.633,1.0,0.0,0.001,0.253,PWF,1.0
2017,L49196,L,298.5,308.3,1458,44.0,44,0,0,0,0,0,0,71.1,0.2887,0.0,0.288,0.0,0.0,0.001,0.176,HDF,0.288
2018,L49197,L,298.7,308.5,1483,42.5,46,0,0,0,0,0,0,81.1,0.1888,0.0,0.188,0.0,0.0,0.001,0.178,HDF,0.188
2019,L49198,L,298.7,308.5,1375,46.4,48,0,0,0,0,0,0,40.0,0.6004,0.0,0.6,0.0,0.0,0.001,0.202,HDF,0.6
2020,M16879,M,298.7,308.5,1660,27.0,50,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.113,none,0.0
2021,H31434,H,298.7,308.4,1560,33.3,53,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.136,none,0.0
2022,L49201,L,298.7,308.5,1480,42.2,58,0,0,0,0,0,0,79.9,0.2008,0.0,0.2,0.0,0.0,0.001,0.223,HDF,0.2
2023,L49202,L,298.7,308.4,1373,46.9,60,0,0,0,0,0,0,36.6,0.6337,0.0,0.633,0.0,0.0,0.001,0.256,HDF,0.633
2024,L49203,L,298.7,308.5,1444,54.2,62,0,0,0,0,0,0,65.5,0.3447,0.0,0.344,0.0,0.0,0.001,0.305,HDF,0.344
2025,M16884,M,298.7,308.6,1722,24.7,64,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.132,none,0.0
2026,L49205,L,298.7,308.5,1469,39.9,67,0,0,0,0,0,0,75.5,0.2448,0.0,0.244,0.0,0.0,0.001,0.243,HDF,0.244
2027,M16886,M,298.7,308.5,1360,52.9,69,0,0,0,0,0,0,40.0,0.6004,0.0,0.6,0.0,0.0,0.001,0.304,HDF,0.6
2028,L49207,L,298.7,308.4,1750,25.8,72,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.169,none,0.0
2029,M16888,M,298.7,308.3,1349,46.6,74,0,0,0,0,0,0,33.3,0.667,0.0,0.667,0.0,0.0,0.001,0.287,HDF,0.667
2030,L49209,L,298.7,308.5,1668,35.2,77,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.246,none,0.0
2031,L49210,L,298.9,308.6,1400,49.5,79,0,0,0,0,0,0,45.1,0.5493,0.0,0.549,0.0,0.0,0.001,0.355,HDF,0.549
2032,L49211,L,298.8,308.6,1331,62.8,81,0,0,0,0,0,0,19.7,0.8027,0.0,0.6,0.506,0.0,0.001,0.462,HDF/PWF,0.6
2033,L49212,L,298.8,308.5,1444,42.2,83,0,0,0,0,0,0,63.6,0.3637,0.0,0.363,0.0,0.0,0.001,0.318,HDF,0.363
2034,H31447,H,298.8,308.5,1359,47.6,85,0,0,0,0,0,0,36.6,0.6337,0.0,0.633,0.0,0.0,0.001,0.311,HDF,0.633
2035,M16894,M,298.8,308.5,1425,47.4,90,0,0,0,0,0,0,55.6,0.4439,0.0,0.443,0.0,0.0,0.001,0.355,HDF,0.443
2036,M16895,M,298.9,308.6,1469,34.2,93,0,0,0,0,0,0,74.2,0.2583,0.0,0.258,0.0,0.0,0.001,0.265,HDF,0.258
2037,L49216,L,299.0,308.7,1892,22.8,96,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.199,none,0.0
2038,H31451,H,299.0,308.7,1940,19.9,98,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.15,none,0.0
2039,L49218,L,299.0,308.8,1405,55.2,103,0,0,0,0,0,0,48.3,0.5174,0.034,0.5,0.0,0.0,0.001,0.517,HDF,0.5
2040,M16899,M,299.0,308.9,1449,39.6,105,0,0,0,0,0,0,69.3,0.3067,0.0,0.306,0.0,0.0,0.001,0.346,HDF,0.306
2041,L49220,L,299.1,308.9,1686,29.6,108,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.291,none,0.0
2042,L49221,L,299.1,308.9,1680,27.2,110,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.272,none,0.0
2043,M16902,M,299.1,308.9,1397,52.4,112,0,0,0,0,0,0,46.8,0.5325,0.0,0.532,0.0,0.0,0.001,0.489,HDF,0.532
2044,M16903,M,299.2,309.0,1597,30.3,115,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.29,none,0.0
2045,L49224,L,299.3,309.1,1470,41.1,118,0,0,0,0,0,0,75.9,0.2408,0.0,0.24,0.0,0.0,0.001,0.441,HDF,0.24
2046,M16905,M,299.3,309.1,1703,31.3,120,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.313,none,0.0
2047,L49226,L,299.3,309.1,1388,45.5,123,0,0,0,0,0,0,42.4,0.576,0.018,0.568,0.0,0.0,0.001,0.509,HDF,0.568
2048,L49227,L,299.3,309.2,1775,24.2,125,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.275,none,0.0
2049,L49228,L,299.3,309.2,1465,41.5,127,0,0,0,0,0,0,75.4,0.2463,0.0,0.246,0.0,0.0,0.001,0.479,HDF,0.246
2050,M16909,M,299.3,309.2,1586,37.9,129,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.407,none,0.0
2051,M16910,M,299.5,309.3,1675,29.2,132,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.321,none,0.0
2052,M16911,M,299.4,309.2,1470,44.4,135,0,0,0,0,0,0,75.9,0.2408,0.0,0.24,0.0,0.0,0.001,0.499,HDF,0.24
2053,L49232,L,299.5,309.3,1477,40.4,138,0,0,0,0,0,0,77.6,0.2236,0.014,0.212,0.0,0.0,0.001,0.507,HDF,0.212
2054,L49233,L,299.5,309.3,1382,61.0,140,0,0,0,0,0,0,6.3,0.9373,0.553,0.592,0.656,0.0,0.001,0.776,PWF/HDF,0.656
2055,M16914,M,299.6,309.4,1605,29.8,142,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.353,none,0.0
2056,L49235,L,299.6,309.4,1643,32.9,145,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.434,none,0.0
2057,L49236,L,299.5,309.3,1333,54.1,147,0,0,0,0,0,0,22.1,0.7786,0.446,0.6,0.0,0.0,0.001,0.723,HDF,0.6
2058,L49237,L,299.5,309.3,1520,42.3,149,0,0,0,0,0,0,81.9,0.1809,0.146,0.04,0.0,0.0,0.001,0.573,OSF/HDF,0.146
2059,M16918,M,299.5,309.3,1902,24.0,151,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.302,none,0.0
2060,H31473,H,299.5,309.4,1386,44.4,154,0,0,0,0,0,0,43.2,0.5681,0.052,0.544,0.0,0.0,0.001,0.526,HDF,0.544
2061,L49240,L,299.6,309.5,1803,27.7,159,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.4,none,0.0
2062,L49241,L,299.7,309.6,1359,50.7,161,0,0,0,0,0,0,22.3,0.7767,0.484,0.567,0.0,0.0,0.001,0.742,HDF/OSF,0.567
2063,M16922,M,299.7,309.6,1477,42.7,163,0,0,0,0,0,0,67.1,0.3289,0.16,0.2,0.0,0.0,0.001,0.58,HDF/OSF,0.2
2064,L49243,L,299.7,309.6,1321,53.4,166,0,0,0,0,0,0,16.8,0.8319,0.612,0.567,0.0,0.0,0.001,0.806,OSF/HDF,0.612
2065,L49244,L,299.6,309.5,1453,41.4,168,0,0,0,0,0,0,52.1,0.479,0.265,0.291,0.0,0.0,0.001,0.632,HDF/OSF,0.291
2066,L49245,L,299.7,309.6,1419,45.1,170,0,0,0,0,0,0,35.2,0.6485,0.394,0.419,0.0,0.0,0.001,0.697,HDF/OSF,0.419
2067,L49246,L,299.7,309.6,1512,36.2,172,0,0,0,0,0,0,80.8,0.1919,0.132,0.068,0.0,0.0,0.001,0.566,OSF/HDF,0.132
2068,L49247,L,299.7,309.6,1553,36.8,174,0,0,0,0,0,0,83.5,0.1651,0.164,0.0,0.0,0.0,0.001,0.582,OSF,0.164
2069,M16928,M,299.7,309.6,1534,39.1,176,0,0,0,0,0,0,85.2,0.1478,0.147,0.0,0.0,0.0,0.001,0.573,OSF,0.147
2070,H31483,H,299.7,309.6,1553,41.0,179,0,0,0,0,0,0,87.0,0.1299,0.129,0.0,0.0,0.0,0.001,0.565,OSF,0.129
2071,L49250,L,299.7,309.5,1352,49.7,184,0,0,0,0,0,0,13.1,0.8688,0.663,0.6,0.0,0.027,0.001,0.831,OSF/HDF,0.663
2072,M16931,M,299.7,309.6,1313,60.0,186,0,0,0,0,0,0,5.8,0.9418,0.86,0.567,0.0,0.04,0.001,0.93,OSF,0.86
2073,L49252,L,299.6,309.5,1570,35.5,189,0,0,0,0,0,1,73.3,0.2674,0.22,0.0,0.0,0.06,0.001,0.61,OSF/TWF,0.22
2074,L49253,L,299.6,309.4,1677,31.1,191,0,0,0,0,0,0,85.2,0.1483,0.08,0.0,0.0,0.073,0.001,0.54,TWF/OSF,0.183
2075,L49254,L,299.5,309.4,1602,31.5,193,0,0,0,0,0,0,81.6,0.1837,0.105,0.0,0.0,0.087,0.001,0.553,TWF/OSF,0.217
2076,L49255,L,299.5,309.4,1390,58.8,195,1,0,0,0,1,0,0.0,1.0,1.0,0.529,0.118,0.1,0.001,1.042,OSF,1.0
2077,L49256,L,299.4,309.3,1544,36.0,197,0,0,0,0,0,0,62.9,0.3706,0.289,0.0,0.0,0.113,0.001,0.645,OSF/TWF,0.289
2078,L49257,L,299.4,309.4,1701,31.2,199,0,0,0,0,0,0,76.0,0.24,0.129,0.0,0.0,0.127,0.001,0.564,TWF,0.317
2079,M16938,M,299.4,309.3,1692,28.4,201,0,0,0,0,0,0,85.9,0.1409,0.0,0.0,0.0,0.14,0.001,0.476,TWF,0.35
2080,M16939,M,299.3,309.3,1523,37.9,204,0,0,0,0,0,0,58.2,0.4179,0.289,0.025,0.0,0.16,0.001,0.644,TWF/OSF,0.4
2081,L49260,L,299.3,309.2,2280,15.4,207,0,0,0,0,0,0,29.0,0.7101,0.0,0.0,0.646,0.18,0.001,0.29,PWF,0.646
2082,M16941,M,299.4,309.3,1485,47.1,209,0,0,0,0,0,0,24.0,0.7596,0.641,0.17,0.0,0.193,0.001,0.82,OSF,0.641
2083,H31496,H,299.4,309.2,1513,36.1,212,0,0,0,0,0,0,60.2,0.3975,0.177,0.068,0.0,0.213,0.001,0.589,TWF,0.533
2084,H31497,H,299.4,309.3,1743,28.2,0,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.0,none,0.0
2085,L49264,L,299.5,309.3,1442,46.2,5,0,0,0,0,0,0,64.7,0.3526,0.0,0.352,0.0,0.0,0.001,0.021,HDF,0.352
2086,L49265,L,299.5,309.3,1462,46.7,7,0,0,0,0,0,0,72.7,0.2727,0.0,0.272,0.0,0.0,0.001,0.03,HDF,0.272
2087,H31500,H,299.4,309.3,1439,49.7,9,0,0,0,0,0,0,65.6,0.3444,0.0,0.344,0.0,0.0,0.001,0.034,HDF,0.344
2088,L49267,L,299.5,309.3,1577,36.6,14,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.047,none,0.0
2089,L49268,L,299.6,309.4,1331,46.4,16,0,0,0,0,0,0,40.0,0.6004,0.0,0.6,0.0,0.0,0.001,0.067,HDF,0.6
2090,L49269,L,299.5,309.3,1941,22.5,18,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.037,none,0.0
2091,L49270,L,299.5,309.2,1393,47.3,20,0,0,0,0,0,0,42.1,0.5789,0.0,0.578,0.0,0.0,0.001,0.086,HDF,0.578
2092,L49271,L,299.4,309.2,1433,42.1,22,0,0,0,0,0,0,61.1,0.3886,0.0,0.388,0.0,0.0,0.001,0.084,HDF,0.388
2093,L49272,L,299.4,309.2,1444,48.2,24,0,0,0,0,0,0,65.5,0.3447,0.0,0.344,0.0,0.0,0.001,0.105,HDF,0.344
2094,L49273,L,299.4,309.2,1564,39.0,26,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.092,none,0.0
2095,L49274,L,299.4,309.3,1377,43.6,28,0,0,0,0,0,0,43.3,0.5671,0.0,0.567,0.0,0.0,0.001,0.111,HDF,0.567
2096,L49275,L,299.4,309.3,1525,41.5,30,0,0,0,0,0,0,98.0,0.0199,0.0,0.019,0.0,0.0,0.001,0.113,HDF,0.019
2097,M16956,M,299.5,309.4,1387,56.2,32,0,0,0,0,0,0,45.9,0.5407,0.0,0.54,0.0,0.0,0.001,0.15,HDF,0.54
2098,M16957,M,299.4,309.4,1326,47.5,35,0,0,0,0,0,0,46.6,0.5338,0.0,0.533,0.0,0.0,0.001,0.139,HDF,0.533
2099,L49278,L,299.4,309.3,1401,59.0,38,0,0,0,0,0,0,35.2,0.6477,0.0,0.487,0.312,0.0,0.001,0.204,HDF,0.487
2100,L49279,L,299.4,309.3,1596,31.8,40,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.116,none,0.0
2101,M16960,M,299.3,309.3,1471,46.0,42,0,0,0,0,0,0,78.9,0.2106,0.0,0.21,0.0,0.0,0.001,0.161,HDF,0.21
2102,L49281,L,299.3,309.3,1528,37.8,45,0,0,0,0,0,0,99.2,0.0081,0.0,0.007,0.0,0.0,0.001,0.155,none,0.007
2103,L49282,L,299.3,309.3,1325,62.0,47,0,0,0,0,0,0,37.0,0.6296,0.0,0.533,0.205,0.0,0.001,0.265,HDF,0.533
2104,M16963,M,299.3,309.1,1376,46.7,49,0,0,0,0,0,0,40.0,0.6004,0.0,0.6,0.0,0.0,0.001,0.191,HDF,0.6
2105,M16964,M,299.3,309.1,1600,35.3,52,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.153,none,0.0
2106,L49285,L,299.3,309.1,1495,44.0,55,0,0,0,0,0,0,85.9,0.1409,0.0,0.14,0.0,0.0,0.001,0.22,HDF,0.14
2107,L49286,L,299.4,309.1,1645,28.6,57,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.148,none,0.0
2108,M16967,M,299.4,309.1,1417,47.3,59,0,0,0,0,0,0,52.2,0.4776,0.0,0.477,0.0,0.0,0.001,0.233,HDF,0.477
2109,H31522,H,299.4,309.0,1415,51.7,62,0,0,0,0,0,0,48.8,0.5116,0.0,0.511,0.0,0.0,0.001,0.247,HDF,0.511
2110,M16969,M,299.3,309.0,1496,43.4,67,0,0,0,0,0,0,85.6,0.1444,0.0,0.144,0.0,0.0,0.001,0.242,HDF,0.144
2111,H31524,H,299.3,309.0,1508,35.0,70,0,0,0,0,0,0,90.6,0.0938,0.0,0.093,0.0,0.0,0.001,0.188,HDF,0.093
2112,L49291,L,299.4,309.0,1436,47.9,75,0,0,0,0,0,0,58.2,0.4184,0.0,0.418,0.0,0.0,0.001,0.327,HDF,0.418
2113,L49292,L,299.5,309.1,1852,22.6,77,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.158,none,0.0
2114,L49293,L,299.5,309.1,1863,22.5,79,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.162,none,0.0
2115,H31528,H,299.4,309.1,1373,44.1,81,0,0,0,0,0,0,36.6,0.6337,0.0,0.633,0.0,0.0,0.001,0.275,HDF,0.633
2116,L49295,L,299.4,309.0,1404,47.3,86,0,0,0,0,0,0,44.0,0.5604,0.0,0.56,0.0,0.0,0.001,0.37,HDF,0.56
2117,M16976,M,299.4,309.0,1381,44.9,88,0,0,0,0,0,0,33.7,0.6626,0.0,0.662,0.0,0.0,0.001,0.329,HDF,0.662
2118,H31531,H,299.4,308.9,1762,29.3,91,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.205,none,0.0
2119,H31532,H,299.3,308.9,1429,43.0,96,0,0,0,0,0,0,55.1,0.4494,0.0,0.449,0.0,0.0,0.001,0.318,HDF,0.449
2120,M16979,M,299.3,308.9,1858,24.7,101,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.208,none,0.0
2121,H31534,H,299.2,308.8,1908,21.3,104,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.17,none,0.0
2122,M16981,M,299.2,308.8,1503,37.4,109,0,0,0,0,0,0,87.9,0.1209,0.0,0.12,0.0,0.0,0.001,0.34,HDF,0.12
2123,M16982,M,299.2,308.8,1523,38.9,112,0,0,0,0,0,0,96.8,0.0321,0.0,0.031,0.0,0.0,0.001,0.363,HDF,0.031
2124,L49303,L,299.3,309.0,1491,38.4,115,0,0,0,0,0,0,83.4,0.1655,0.0,0.165,0.0,0.0,0.001,0.401,HDF,0.165
2125,L49304,L,299.2,308.9,1430,39.1,117,0,0,0,0,0,0,57.7,0.4228,0.0,0.422,0.0,0.0,0.001,0.416,HDF,0.422
2126,L49305,L,299.3,308.9,1258,69.4,119,1,0,0,1,0,0,0.0,1.0,0.502,0.667,1.0,0.0,0.001,0.751,PWF,1.0
2127,L49306,L,299.3,309.0,1449,46.5,121,0,0,0,0,0,0,64.2,0.3578,0.023,0.342,0.0,0.0,0.001,0.511,HDF,0.342
2128,H31541,H,299.3,309.0,1425,40.6,123,0,0,0,0,0,0,55.6,0.4439,0.0,0.443,0.0,0.0,0.001,0.384,HDF,0.443
2129,L49308,L,299.4,309.0,1800,24.3,128,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.283,none,0.0
2130,H31543,H,299.4,309.0,1607,33.7,130,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.337,none,0.0
2131,L49310,L,299.4,309.0,1391,58.2,135,0,0,0,0,0,0,21.8,0.7818,0.429,0.618,0.0,0.0,0.001,0.714,HDF,0.618
2132,L49311,L,299.4,309.1,1432,45.4,137,0,0,0,0,0,0,50.9,0.491,0.131,0.414,0.0,0.0,0.001,0.565,HDF,0.414
2133,L49312,L,299.4,309.0,1660,28.4,139,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.359,none,0.0
2134,H31547,H,299.3,309.0,1732,29.7,141,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.322,none,0.0
2135,L49314,L,299.3,309.0,1473,46.3,146,0,0,0,0,0,0,58.5,0.4152,0.229,0.241,0.0,0.0,0.001,0.615,HDF/OSF,0.241
2136,L49315,L,299.3,309.0,1511,47.8,148,0,0,0,0,0,0,65.6,0.3442,0.286,0.08,0.0,0.0,0.001,0.643,OSF,0.286
2137,L49316,L,299.2,308.9,1588,41.5,150,0,0,0,0,0,0,86.7,0.1327,0.132,0.0,0.0,0.0,0.001,0.566,OSF,0.132
2138,L49317,L,299.3,308.9,1623,31.1,152,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.43,none,0.0
2139,L49318,L,299.3,309.0,1734,30.6,154,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.428,none,0.0
2140,L49319,L,299.3,309.0,1415,47.6,156,0,0,0,0,0,0,33.4,0.666,0.35,0.486,0.0,0.0,0.001,0.675,HDF/OSF,0.486
2141,L49320,L,299.3,309.0,1419,46.6,158,0,0,0,0,0,0,35.1,0.649,0.339,0.469,0.0,0.0,0.001,0.669,HDF/OSF,0.469
2142,M17001,M,299.3,308.9,1577,34.9,160,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.465,none,0.0
2143,L49322,L,299.3,308.9,1376,60.3,163,0,0,0,0,0,0,4.4,0.9559,0.787,0.667,0.378,0.0,0.001,0.894,OSF/HDF,0.787
2144,M17003,M,299.3,308.8,1442,49.0,165,0,0,0,0,0,0,38.4,0.6158,0.347,0.411,0.0,0.0,0.001,0.674,HDF/OSF,0.411
2145,L49324,L,299.4,308.9,1451,40.5,168,0,0,0,0,0,0,48.1,0.5188,0.237,0.369,0.0,0.0,0.001,0.619,HDF/OSF,0.369
2146,L49325,L,299.3,308.8,1550,45.8,170,0,0,0,0,0,0,58.4,0.4162,0.416,0.0,0.0,0.0,0.001,0.708,OSF,0.416
2147,L49326,L,299.3,308.8,1647,32.9,172,0,0,0,0,0,0,97.0,0.0298,0.029,0.0,0.0,0.0,0.001,0.514,OSF,0.029
2148,L49327,L,299.4,308.9,1550,33.7,174,0,0,0,0,0,0,93.3,0.0671,0.066,0.0,0.0,0.0,0.001,0.533,OSF,0.066
2149,L49328,L,299.4,308.9,1583,34.1,176,0,0,0,0,0,0,90.8,0.0921,0.091,0.0,0.0,0.0,0.001,0.546,OSF,0.091
2150,L49329,L,299.4,309.0,1613,32.2,178,0,0,0,0,0,0,95.7,0.0431,0.042,0.0,0.0,0.0,0.001,0.521,OSF,0.042
2151,H31564,H,299.3,308.8,1636,35.5,180,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.492,none,0.0
2152,M17011,M,299.3,308.7,1289,51.5,185,0,0,0,0,0,0,10.6,0.8939,0.588,0.733,0.0,0.033,0.001,0.794,HDF/OSF,0.733
2153,M17012,M,299.3,308.8,1648,28.4,188,0,0,0,0,0,0,94.6,0.0543,0.0,0.0,0.0,0.053,0.001,0.445,TWF,0.133
2154,H31567,H,299.3,308.8,1397,45.4,191,0,0,0,0,0,0,23.4,0.7661,0.334,0.621,0.0,0.073,0.001,0.667,HDF,0.621
2155,M17014,M,299.3,308.9,1767,24.8,196,0,0,0,0,0,0,89.2,0.1076,0.0,0.0,0.0,0.107,0.001,0.405,TWF,0.267
2156,L49335,L,299.3,308.8,1341,47.7,199,0,0,0,0,0,0,7.2,0.9283,0.726,0.7,0.0,0.127,0.001,0.863,OSF/HDF,0.726
2157,M17016,M,299.4,308.9,1457,41.5,201,0,0,0,0,0,0,34.5,0.6546,0.39,0.341,0.0,0.14,0.001,0.695,OSF/TWF,0.39
2158,M17017,M,299.4,309.0,1939,19.8,204,0,0,0,0,0,0,83.9,0.1608,0.0,0.0,0.0,0.16,0.001,0.337,TWF,0.4
2159,M17018,M,299.5,309.0,1399,49.7,207,0,0,0,0,0,0,9.1,0.9091,0.715,0.611,0.0,0.18,0.001,0.857,OSF/HDF,0.715
2160,M17019,M,299.5,309.0,1602,31.3,210,0,0,0,0,0,0,72.3,0.2771,0.095,0.0,0.0,0.2,0.001,0.548,TWF,0.5
2161,L49340,L,299.4,309.0,1507,41.0,213,0,0,0,0,0,0,28.8,0.7117,0.588,0.102,0.0,0.22,0.001,0.794,OSF/TWF,0.588
2162,L49341,L,299.4,309.1,1464,40.5,215,0,0,0,0,0,0,23.0,0.7697,0.583,0.279,0.0,0.233,0.001,0.792,TWF/OSF,0.583
2163,L49342,L,299.5,309.1,1336,42.1,217,0,0,0,0,0,0,8.5,0.915,0.661,0.667,0.0,0.247,0.001,0.831,HDF/OSF,0.667
2164,L49343,L,299.6,309.2,1422,39.8,219,0,0,0,0,0,0,16.0,0.8404,0.585,0.48,0.0,0.26,0.001,0.792,TWF/OSF,0.65
2165,L49344,L,299.6,309.2,1540,36.7,221,0,0,0,0,0,0,38.1,0.6186,0.475,0.0,0.0,0.273,0.001,0.737,TWF,0.683
2166,L49345,L,299.5,309.1,1476,47.8,223,0,0,0,0,0,0,3.4,0.9665,0.938,0.24,0.0,0.287,0.001,0.969,OSF,0.938
2167,M17026,M,299.6,309.2,1867,23.4,225,1,1,0,0,0,0,69.9,0.3007,0.0,0.0,0.0,0.3,0.001,0.439,TWF,0.75
2168,H31581,H,299.6,309.1,1588,41.3,0,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.0,none,0.0
2169,M17028,M,299.5,309.1,1420,49.5,5,0,0,0,0,0,0,51.1,0.4894,0.0,0.489,0.0,0.0,0.001,0.021,HDF,0.489
2170,L49349,L,299.5,309.1,1415,49.2,8,0,0,0,0,0,0,48.8,0.5116,0.0,0.511,0.0,0.0,0.001,0.036,HDF,0.511
2171,M17030,M,299.4,309.1,1500,43.3,10,0,0,0,0,0,0,87.2,0.1275,0.0,0.127,0.0,0.0,0.001,0.036,HDF,0.127
2172,L49351,L,299.5,309.1,1502,44.6,13,0,0,0,0,0,0,87.5,0.1253,0.0,0.124,0.0,0.0,0.001,0.053,HDF,0.124
2173,L49352,L,299.5,309.2,1816,23.0,15,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.031,none,0.0
2174,M17033,M,299.5,309.2,1495,41.6,17,0,0,0,0,0,0,85.1,0.1486,0.0,0.148,0.0,0.0,0.001,0.059,HDF,0.148
2175,L49354,L,299.6,309.2,1572,33.4,20,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.061,none,0.0
2176,M17035,M,299.5,309.2,1590,35.9,22,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.066,none,0.0
2177,M17036,M,299.6,309.3,1387,48.3,25,0,0,0,0,0,0,39.6,0.6042,0.0,0.604,0.0,0.0,0.001,0.101,HDF,0.604
2178,M17037,M,299.6,309.2,1393,47.7,28,0,0,0,0,0,0,39.1,0.6093,0.0,0.609,0.0,0.0,0.001,0.111,HDF,0.609
2179,L49358,L,299.6,309.2,1602,37.3,31,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.105,none,0.0
